bhdid	piN	piS	pin/pis
Brast05G237100	0.002701104	0.008014733	0.337017277
Brast05G237900	0.001652677	0.001680689	0.983332454
Brast05G238100	0.00094922	0.00255465	0.371565637
Brast05G246000	0.004768041	0.004821239	0.988965896
Brast05G249900	0.000217262	0.003312155	0.065595261
Brast05G251200	0.00017898	0.000837191	0.21378631
Brast05G255200	0.002707062	0.008887136	0.304604537
Brast05G257500	0.000130768	0.0002946925	0.7856260355
Brast05G257600	0.000451772	0.004414697	0.102333604
Brast05G259100	0.002048368	0.0014058333333333336	1.5560157663333334
Brast05G263200	0.001787751	0.001778584	1.005153996
Brast05G265200	0.000458255	0.001075675	0.393678572
Brast05G265600	0.000868336	0.001092167	0.795057832
Brast05G269400	0.002232276	0.001130934	1.973833731
Brast05G269700	0.000959406	0.0018000385	0.6091105405
Brast05G269900	0.001389732	0.001265283	1.098356452
Brast05G270700	0.000223852	0.002048342	0.10928461
Brast05G275200	0.010989022	0.009052177	1.213964588
Brast05G275300	0.000312281	0.001199204	0.260407338
Brast05G276700	0.000917823	0.00117672	0.779983981
Brast05G277600	0.002860398	0.002576166	1.110331486
Brast05G279100	0.002309721	0.005572268	0.414502792
Brast05G279900	0.000243942	0.00044058	0.553684324
Brast05G281100	0.001297917	0.002421844	0.535920767
Brast05G281800	0.003617825	0.003056977	1.183464842
Brast05G283400	0.004398784	0.008045237	0.546756348
Brast05G284100	0.003429059	0.017242125	0.198876848
Brast05G285300	0.000269007	0.000594462	0.452522334
Brast05G289100	0.000475176	0.000591848	0.802868167
Brast05G289200	0.00107469	0.001461713	0.735226383
Brast05G290100	0.001598829	0.001311613	1.218979136
Brast05G290200	0.000520469	0.001588026	0.327745882
Brast05G291200	0.0007252585000000001	0.0053715695	0.1394450435
Brast05G292200	0.0005048920000000001	0.0005397024999999999	0.9363509825
Brast05G296200	0.000717333	0.000996031	0.717440745
Brast05G296900	0.000692639	0.002732439	0.253487268
Brast05G297900	0.0011914044999999998	0.0027256875	0.43681127799999997
Brast05G298100	0.000304374	0.000802938	0.379074978
Brast06G000400	0.003847642	0.0077523	0.45267517533333335
Brast06G002100	0.000275118	0.001130163	0.24343196
Brast06G003000	2.09e-05	9.12e-05	0.229556639
Brast06G007200	0.0004311725	0.000660765	0.9007545525
Brast06G009300	0.000323308	0.000488243	0.662187188
Brast06G012300	0.000561026	0.000561067	0.999925721
Brast06G012700	0.000702155	0.000912384	0.769582646
Brast06G012800	0.003834772	0.00200016	1.917232347
Brast06G014700	9.21e-05	0.002087894	0.04413384
Brast06G015200	0.001670165	0.002528089	0.66064349
Brast06G016200	0.00053981	0.001802842	0.299421488
Brast06G017600	0.00815548	0.007605983333333333	2.018352263
Brast06G018900	0.000179387	1.75e-05	10.25797397
Brast06G020100	0.000254585	0.001359949	0.187201539
Brast06G020600	0.001217367	0.001081296	1.125840462
Brast06G023100	0.000162398	0.000141558	1.147214536
Brast06G025600	0.002941648	0.000906549	3.244884085
Brast06G025800	0.0020347585	0.001616476	1.3080601834999999
Brast06G027800	0.000287187	0.000532537	0.539279938
Brast06G028900	0.003902837	0.006114681	0.638273292
Brast06G030200	0.001557651	0.003057336	0.509479863
Brast06G033000	0.000276469	0.000618441	0.447042707
Brast06G033900	0.001242987	0.0026400959999999998	0.323159795
Brast06G035000	0.0024980253333333337	0.0034500276666666664	0.8264902883333334
Brast06G036000	0.000726395	0.002458728	0.29543526
Brast06G041700	0.000455076	0.001233169	0.369029242
Brast06G043800	0.003246161	0.002328386	1.394167823
Brast06G043900	0.005338879	0.013821131	0.386283769
Brast06G044100	0.008770448	0.011430827	0.767262761
Brast06G044600	0.00019041000000000002	0.00047142399999999996	0.8129863545
Brast06G050500	0.000612976	0.003364448	0.182191994
Brast06G052100	0.0010144953333333332	0.00085417	1.2440791496666666
Brast06G053000	0.003104724	0.001647606	1.884385419
Brast06G055600	0.001171198	0.0013571435	1.1188681585
Brast06G060700	0.000315017	0.000822454	0.383020718
Brast06G060800	0.003448459	0.007459472	0.462292617
Brast06G061400	0.001195567	0.001993537	0.5997213
Brast06G062500	0.0007353	0.004242813	0.173304789
Brast06G063300	0.000639069	0.000663593	0.963044366
Brast06G064200	0.000867903	0.001299977	0.667629843
Brast06G065300	0.010193646	0.017676524	0.579270319
Brast06G067700	0.01426833	0.017403051	0.81987519
Brast06G067900	0.000726682	0.000496165	1.464598172
Brast06G069700	0.000972944	0.001265048	0.76909665
Brast06G070000	0.000151758	0.000594941	0.255081072
Brast06G070300	0.000488285	0.002404574	0.20306487
Brast06G073000	0.004045991	0.004517024	1.519571093
Brast06G073300	0.000276237	0.001713924	0.161172421
Brast06G076500	0.001484388	0.00134492	1.103699909
Brast06G083100	0.001117498	0.002214066	0.504726384
Brast06G083200	0.003376592	0.021120779	0.159870607
Brast06G087000	0.000328951	3.25e-05	10.1357799
Brast06G090700	0.00025135233333333336	0.00014796766666666666	1.3621718889999999
Brast06G092500	0.000584862	0.000744949	0.785103522
Brast06G093000	0.000545142	0.001675857	0.325291385
Brast06G096700	1.71e-05	2.93e-05	0.584174054
Brast06G098900	6.67e-05	0.000564768	0.118036991
Brast06G099000	0.0001393815	0.00036340149999999997	0.48775980500000005
Brast06G103600	0.0005062575	0.001412325	0.541013134
Brast06G103700	0.000307057	0.002496065	0.123016634
Brast06G105000	0.002442177	0.000578939	4.21836484
Brast06G105500	0.001859009	0.001463946	1.269861311
Brast06G105600	0.002675745	0.002439491	1.096845588
Brast06G107700	0.003148306	0.00674957	0.466445414
Brast06G108400	0.004214523	0.003869991	1.089026501
Brast06G108500	0.000307925	0.0015917	0.193456575
Brast06G118600	0.005574455	0.011443974	0.487108372
Brast06G121800	7.68e-05	0.000139649	0.549663537
Brast06G122400	0.000563693	0.001830836	0.307888606
Brast06G125100	5.77e-05	0.003292171	0.017523528
Brast06G125500	0.000732024	0.000812942	0.900462444
Brast06G129200	0.001879034	0.002190526	0.857800723
Brast06G131000	0.00196853875	0.00375521675	0.8258170295
Brast06G131200	0.000239216	0.000791665	0.302167627
Brast06G133000	8.96e-05	0.000262395	0.341466791
Brast06G154200	0.0004377	0.0010384445	0.6169954015
Brast06G156000	0.000460436	0.00104479	0.440696833
Brast06G156200	0.0016707085	0.0028227595	0.588486393
Brast06G158000	0.000933764	0.0008560544999999999	0.825985403
Brast06G159100	0.0007481635	0.005518913	0.138354486
Brast06G177200	0.001135667	0.00125462	0.905188035
Brast06G183000	0.0016531093333333336	0.0014978600000000002	0.9828408546666667
Brast06G183800	0.001570133	0.000554947	2.829337955
Brast06G184700	0.000864185	0.001170582	0.738251951
Brast06G186700	0.000293639	0.00068025	0.431663577
Brast06G193000	2.1e-05	6.03e-05	0.348388451
Brast06G193400	0.000193894	0.0005744204999999999	0.294869249
Brast06G193800	0.000766602	0.000321224	2.386505327
Brast06G198000	0.000172437	0.000368736	0.467645401
Brast06G198200	0.003697067	0.0032525685	1.0503862135
Brast06G198400	0.004473543	0.005005118	0.893793737
Brast06G198500	0.005703896	0.003666878	1.55551838
Brast06G198700	0.001159863	0.0015442113333333334	0.7279735606666667
Brast06G199000	0.004627499	0.018135403	0.255163858
Brast06G205300	0.001427593	0.001722485	0.828798545
Brast06G207500	0.001393355	0.001502869	0.927130141
Brast06G209000	0.0032554694999999997	0.0033215544999999997	0.638250648
Brast06G213700	8.42e-05	0.000465179	0.181095425
Brast06G216100	0.002821719	0.000944755	2.986718905
Brast06G218300	0.000792	0.003856746	0.205354565
Brast06G226800	0.001107491	0.001206344	0.918056193
Brast06G227200	0.005955711	0.006231415	0.955755801
Brast06G227800	0.000453765	0.000664057	0.683322284
Brast06G228400	0.000110831	0.000311494	0.355805114
Brast06G228600	0.000312143	0.00181497	0.171982604
Brast06G230200	4.01e-05	5.23e-05	0.766121326
Brast06G232800	0.005813186	0.008238561	0.705606933
Brast06G233700	0.000613154	0.002613878	0.234576418
Brast06G233800	0.001516012	0.000720074	2.105354825
Brast06G234000	0.000752772	0.002148256	0.350410841
Brast06G235600	0.001036114	0.000272623	3.80053805
Brast06G236300	0.000461966	7.57e-05	6.104519871
Brast06G237600	0.000918317	0.000702489	1.307233301
Brast06G242400	0.001074817	0.000679032	1.582867017
Brast06G242700	3.15e-05	6.35e-05	0.496182672
Brast06G244800	2.2e-05	6.19e-05	0.356228059
Brast06G245400	0.000113524	0.000829453	0.136865741
Brast06G245900	9.88e-05	0.000186389	0.530115071
Brast07G002500	0.0009643255	0.001908762	0.570484591
Brast07G018900	0.005800784	0.0069804515	0.7144579154999999
Brast07G022500	0.001843676	0.002430092	0.758685662
Brast07G022900	0.001756919	0.000802741	2.188648967
Brast07G023600	0.000241938	0.000468402	0.516517281
Brast07G024300	0.000327336	0.000686782	0.476622946
Brast07G025500	8.51e-05	0.000239769	0.354936669
Brast07G025900	0.001277882	0.001903582	0.671303725
Brast07G026100	0.002667213	0.009905378	0.269269193
Brast07G026200	0.000617524	0.000574526	1.074840675
Brast07G027800	0.002257649	0.002527507	0.893231398
Brast07G030600	0.000382847	0.001020898	0.375010124
Brast07G035200	0.003547575	0.002413695	1.469769554
Brast07G036300	0.000922897	0.001440282	0.640774952
Brast07G037400	0.002087741	0.003955267	0.527838208
Brast07G039600	0.00072324	0.005576911	0.129684713
Brast07G041700	0.000369603	0.001869143	0.197739451
Brast07G041800	0.005492243	0.006998689	0.784753125
Brast07G044500	0.000687173	0.001036993	0.662659859
Brast07G047300	0.001022235	0.0015623503333333335	0.7284180926666667
Brast07G047700	0.000673165	0.000193506	3.478777695
Brast07G048100	0.001070395	0.001547763	0.691575675
Brast07G048300	0.000826679	0.001924538	0.42954676
Brast07G049000	0.000553706	0.003368855	0.164360315
Brast07G049300	0.0007471	0.00281245	0.265640404
Brast07G052200	0.003980518	0.006228173	0.639114794
Brast07G054400	4.96e-05	0.000177801	0.7110921905
Brast07G058600	0.002144688	0.000481317	4.455876774
Brast07G058800	0.000343952	0.001024043	0.335876221
Brast07G061000	0.00025075600000000004	8.166666666666667e-05	2.7469053999999997
Brast07G067100	0.003971365	0.005917423	0.671130779
Brast07G067300	0.000764817	0.003231424	0.236681031
Brast07G069400	0.0004908975	0.0009200595	0.507996171
Brast07G074100	0.000135808	0.002396508	0.056669198
Brast07G074400	3.26e-05	0.000307696	0.105998154
Brast07G076200	0.002970132	0.002963812	1.002132417
Brast07G076700	0.000731787	0.001837572	0.398235728
Brast07G078100	0.001895866	0.002858197	0.663308542
Brast07G083100	1.66e-05	5.01e-05	0.331857972
Brast07G084100	0.000373411	0.000231379	1.613850983
Brast07G084200	0.001212541	0.00329002	0.368551267
Brast07G086000	0.008106252	0.011960613	0.749222662
Brast07G093200	0.0001442065	0.00085246	0.169975765
Brast07G093700	0.00039756350000000004	0.0014255995	0.27241243400000004
Brast07G094900	0.000411597	0.000729748	0.564026018
Brast07G095800	6.05e-05	0.000322781	0.187563515
Brast07G095900	0.000233646	0.000956612	0.244243158
Brast07G097800	0.000150994	0.000334858	0.450919951
Brast07G099600	0.0008233605	0.0025713545000000003	0.3026472215
Brast07G100500	0.00027781	0.014129528	0.019661694
Brast07G104800	0.0007775869999999999	0.0015585125	0.5095759215
Brast07G104900	9.4e-05	0.000685507	0.137094022
Brast07G105200	0.003872184	0.005342452	0.724795147
Brast07G105300	0.001227091	0.001497015	0.819692104
Brast07G105800	0.001379854	0.001650887	0.835825719
Brast07G106300	0.001267947	0.006146495	0.206287784
Brast07G108900	0.00022046	0.0005474	0.373517763
Brast07G109000	0.00169486	0.002963338	0.571943021
Brast07G109400	0.000229676	0.001314794	0.174685983
Brast07G109700	0.001394169	0.000943778	1.477221625
Brast07G110800	0.000364596	0.00091736	0.397440473
Brast07G111300	0.0013208076666666665	0.0021472753333333333	0.535136456
Brast07G111900	0.0003550815	0.00025745900000000003	1.605065042
Brast07G115200	0.001443303	0.00201595	0.715941892
Brast07G115300	0.000972294	0.0018758149999999999	1.5048879735
Brast07G116000	0.0021525945	0.0031021965	1.3917507320000002
Brast07G130400	0.003017615	0.000437279	6.900887898
Brast07G134800	0.000270565	0.001167284	0.231790284
Brast07G136400	0.001344441	0.001779404	0.755556826
Brast07G140600	0.000197974	0.000682103	0.290241187
Brast07G140900	0.000100664	0.000719088	0.13998849
Brast07G141000	0.000691743	0.001832631	0.377458642
Brast07G143200	0.001083099	0.00549291	0.197181207
Brast07G147200	0.000817401	0.0011216415	0.7044804265
Brast07G148900	0.001328844	0.000796775	1.667777584
Brast07G149600	0.000500208	0.000188814	2.649213866
Brast07G151300	0.002042319	0.003160055	0.646292266
Brast07G153000	0.000680995	0.000560272	1.215472082
Brast07G153300	8.43715e-05	0.000222374	0.617897911
Brast07G153900	0.001149869	0.008681587	0.132449186
Brast07G157600	0.002745562	0.003459691	0.793585808
Brast07G159100	5.47e-05	0.000638537	0.085593675
Brast07G160300	0.00086853	0.001174316	0.739605489
Brast07G162000	0.001052823	0.000975385	1.079392328
Brast07G162600	0.000874215	0.002058115	0.424764993
Brast07G164100	0.0035158895	0.002114921	1.582472299
Brast07G164200	0.0005389205	0.0021023115	0.2795976525
Brast07G166100	0.000421122	0.004506966	0.09343793
Brast07G166200	3.5e-05	0.000380965	0.091929728
Brast07G173800	0.001111255	0.00358728	0.309776497
Brast07G173900	0.000270164	0.0026844525	0.0943942435
Brast07G175700	0.001915518	0.001048319	1.82722781
Brast07G176100	0.00027275	0.002718832	0.100318855
Brast07G178700	0.003935552	0.002849981	1.380904415
Brast07G178800	0.001780864	0.002045104	0.870793761
Brast07G184300	0.000279559	0.000100108	2.792581656
Brast07G184800	0.001433712	0.002616009	0.548053082
Brast07G191700	0.000124697	8.89e-05	1.403128829
Brast07G192900	0.000429201	0.000427588	1.003774033
Brast07G194000	0.00024455	0.000332866	0.734678899
Brast07G194600	0.000846711	0.001482293	0.571216896
Brast07G195100	0.004372694	0.003947417	1.107735457
Brast07G195200	0.00119445	0.001068662	1.117707034
Brast07G195900	0.000931322	0.001916957	0.485833424
Brast07G197000	3.4e-05	6.14e-05	0.554054309
Brast07G197300	0.0020307485	0.0009904725	2.5079951315
Brast07G205000	0.000488694	0.0010701835000000001	2.1577298515
Brast07G207900	0.00010498666666666666	0.0004498026666666666	0.5817337816666667
Brast07G208100	0.002053268	0.004024971	0.510132517
Brast07G210900	0.000400625	0.001005536	0.398419735
Brast07G214000	0.000626947	0.001863198	0.336489677
Brast07G214400	0.000371927	0.001623934	0.229028547
Brast07G215300	0.000593409	0.000666205	0.890729557
Brast07G218200	0.003526483	0.004243132	0.831103646
Brast07G218800	0.001862408	0.008940165	0.208319157
Brast07G224400	0.000193966	0.000901388	0.21518563
Brast07G228000	3.16e-05	0.000103736	0.304382147
Brast07G228800	0.00221898	0.002506202	0.885395488
Brast07G230000	0.002047012	0.015009772	0.136378634
Brast07G231400	5.83e-05	0.000119884	0.486426155
Brast07G233700	0.001340483	0.001390498	0.964030384
Brast07G237300	0.000774044	0.000318698	2.428768736
Brast07G240000	0.0019642455	0.0008813795	1.5805296025
Brast07G240900	0.008157416	0.046757229	0.174463199
Brast07G242800	0.001300173	0.003035285	0.428352799
Brast07G243500	0.001342283	0.0022786689999999997	0.585392744
Brast07G244800	0.000673089	0.00092046	0.731253742
Brast07G244900	0.000193872	0.001781885	0.108801748
Brast07G246300	0.0033028096666666666	0.007479685333333333	0.455115344
Brast07G246700	0.000501942	0.005355402	0.093726255
Brast08G000300	0.010415827	0.010524593	0.989665565
Brast08G004800	0.0001444125	0.00025225400000000004	0.5102597095
Brast08G009000	0.001673518	0.004123237	0.405874816
Brast08G011900	0.000677608	0.001321906	0.512599154
Brast08G013300	0.011162463	0.006171162	1.808810624
Brast08G014000	0.007705674	0.011948025	0.644932889
Brast08G015000	0.000263073	0.000602813	0.436408788
Brast08G016000	9.76e-05	0.00013293	0.734324372
Brast08G016400	0.009109363	0.009868904	0.923036902
Brast08G016900	0.002409269	0.005304375	0.454204036
Brast08G017000	0.005051129	0.006426299	0.786009049
Brast08G018800	0.0064883795000000005	0.015372765	0.422725709
Brast08G018900	0.004667712	0.005387306	0.866427859
Brast08G020500	0.000166577	0.00015063	1.105869404
Brast08G025000	0.003923764	0.011564738	0.339286891
Brast08G034100	0.004178518	0.004322588	0.966670384
Brast08G035000	0.000295862	0.000513404	0.576274764
Brast08G035100	0.000120716	0.00059715	0.202153564
Brast08G035200	0.000424444	0.001029251	0.412381757
Brast08G036100	0.001398842	0.001046062	1.337245542
Brast08G037500	8.87e-05	0.000302863	0.292937192
Brast08G039400	0.000279187	0.000153166	1.822768612
Brast08G039800	0.000450392	0.001802452	0.249877153
Brast08G039900	0.001085249	0.000271743	3.993666915
Brast08G040500	0.000314134	0.001303368	0.241016994
Brast08G041000	0.001089681	0.005127972	0.212497367
Brast08G042700	0.000784409	0.001306241	0.600508492
Brast08G043100	0.001138146	0.002027583	0.561331394
Brast08G044400	0.001647309	0.001066657	1.544365919
Brast08G044500	0.001140495	0.000242649	4.700177894
Brast08G047600	0.001402257	0.001369646	1.023809492
Brast08G050700	0.001441026	0.001440685	1.000236543
Brast08G051000	0.001182241	0.00178865	0.660968191
Brast08G051800	0.001225566	0.002153282	0.56916212
Brast08G052200	0.001973979	0.002341358	0.843091455
Brast08G052400	0.003303265	0.004289725	0.770041178
Brast08G053900	0.001181434	0.000532761	2.217568632
Brast08G055300	0.000773949	0.000709896	1.1535411945
Brast08G056000	0.0005992175	0.001585292	0.542807585
Brast08G056300	0.000315717	0.000851913	0.370597243
Brast08G056900	0.00083572	0.000838925	0.996179736
Brast08G058900	0.00021829549999999998	0.000871184	0.386303239
Brast08G059800	0.000150464	0.0002419475	0.7270047945
Brast08G059900	0.000687611	0.002240768	0.30686385
Brast08G061800	0.004820299	0.004081039	1.181145239
Brast08G066900	5.84e-05	0.000197321	0.295750868
Brast08G070500	0.0001971515	0.0013344095000000001	0.147898068
Brast08G073300	0.002780192	0.002900216	0.958615483
Brast08G073600	0.0003584413333333333	0.0009330053333333334	0.34640767966666663
Brast08G074900	0.007489744	0.009699839	0.772151423
Brast08G075600	0.001676807	0.002325438	0.721071321
Brast08G075700	0.001922024	0.002087505	0.92072768
Brast08G076600	0.000861729	0.001610804	0.8420726555
Brast08G079800	0.000568686	0.00412993	0.137698577
Brast08G080800	0.001835243	0.002301698	0.797342891
Brast08G086100	0.000463138	0.001603085	0.288903933
Brast08G087100	4.44e-05	7e-05	0.634169445
Brast08G087400	0.000445021	0.00131801	0.337646237
Brast08G087800	0.000413943	0.000179555	2.305381688
Brast08G089400	0.00537456	0.002521084	2.131845092
Brast08G090000	0.000390628	0.0007308890000000001	0.5536876740000001
Brast08G090600	0.000328979	0.001227029	0.268110497
Brast08G090900	0.002814619	0.014299172499999999	0.22139057350000002
Brast08G092600	0.000248931	0.000888244	0.280250964
Brast08G093500	0.000149617	0.00259889	0.057569734
Brast08G097400	0.00091542	0.000927224	0.987269476
Brast08G099700	0.002376583	0.001927913	1.232723089
Brast08G101100	0.000939469	0.001064333	0.882683487
Brast08G102100	0.001890573	0.002967193	0.637158852
Brast08G103400	0.000221334	0.000272235	0.813027429
Brast08G104000	0.003484041	0.00161598	2.155991997
Brast08G105300	0.000769186	0.0005892	1.305476347
Brast08G105700	0.00038494	0.0028760545	0.1360497075
Brast08G107800	0.0003953923333333334	0.0018539043333333331	0.605962046
Brast08G108000	5.83e-05	0.000176382	0.330342316
Brast08G109900	0.001331512	0.002337672	0.569588981
Brast08G110000	0.000524032	0.0008196675	0.593202127
Brast08G111100	3.65e-05	0.000192749	0.189291042
Brast08G112600	0.002254518	0.012829955	0.175722992
Brast08G112900	0.0005728235	0.001050556	0.520711327
Brast08G114900	0.010411816	0.001243647	8.372004471
Brast08G119700	8.44e-05	0.000307023	0.274879355
Brast08G123000	0.000710198	0.001321171	0.537551548
Brast08G124400	0.00132802	0.003316301	0.400452336
Brast08G125200	0.000552869	0.001777531	0.311032302
Brast08G135100	0.000659426	0.005260228	0.125360789
Brast08G137200	0.0048790305	0.005465826	0.993608919
Brast08G141100	0.0002968295	0.0003691255	0.8758991625000001
Brast08G142100	7.12e-05	9.41e-05	0.75614357
Brast08G144700	0.0017958606666666668	0.003323505666666667	0.5420369740000001
Brast08G144800	0.004870375	0.01106085	0.440325558
Brast08G146700	0.00140209	0.003256615	0.43053614
Brast08G147100	0.0014258225	0.0017876215	0.5318983185
Brast08G155300	0.003977393	0.005501248	0.722998191
Brast08G156200	0.00031301	0.001558595	0.20082804
Brast08G165000	0.001646335	0.002726059	0.603924975
Brast08G168000	0.000160724	0.000510088	0.315090335
Brast08G172400	0.0009782904999999999	0.0046596375	0.2139447435
Brast08G174400	0.001206241	0.0022668634999999998	2.3613097685
Brast08G175400	0.001766496	0.001404203	1.258006344
Brast08G176800	5.53e-05	0.000349892	0.158162083
Brast08G178200	0.00172374	0.002547357	0.676677942
Brast08G180400	0.002105827	0.004807724	0.438009132
Brast08G181100	0.001262047	0.002485203	0.507824471
Brast08G183800	0.001760123	0.002208349	0.797031068
Brast08G183900	0.0010524	0.000950066	1.107712141
Brast08G184400	0.006311107	0.011897087	0.530474985
Brast08G185700	0.001829569	0.002358929	0.775593105
Brast08G188500	0.0026340014999999997	0.0019658370000000002	1.2098406545
Brast08G188700	0.001197036	0.003526883	0.339403358
Brast08G192400	0.0004342	0.001256629	0.345527949
Brast08G193200	0.0033622186666666665	0.004350868999999999	0.7046239416666668
Brast08G197200	0.00051981	0.003565966	0.145769748
Brast08G199000	0.0012962795	0.0009409794999999999	1.3861871935
Brast08G201100	0.00057977	0.000675283	0.7669883925000001
Brast08G201500	0.001358219	0.004037031	0.336440086
Brast08G206900	0.004056859	0.002990113	1.356757678
Brast08G207200	0.000520241	0.006892771	0.075476319
Brast08G212900	0.004031621	0.016061935	0.251004704
Brast08G214200	1.31e-05	4.26e-05	0.307122554
Brast08G214600	0.0034573186666666668	0.0045160136666666665	0.9159826823333334
Brast08G214800	0.000314185	0.000142653	2.202438767
Brast08G217500	0.000611273	0.000153795	3.974585827
Brast08G219100	0.005473652	0.008446787	0.648015911
Brast08G226400	9.97e-05	0.000344828	0.289241716
Brast08G227000	0.000322191	0.001911657	0.168540043
Brast08G227400	0.001085998	0.002901091	0.374341214
Brast08G231300	0.0028644683333333334	0.006657719999999999	0.40837103166666666
Brast08G231700	0.001463908	0.000638259	2.293596702
Brast08G231900	0.012319623	0.010939305	1.12617966
Brast08G232500	0.003382423	0.003272569	1.033568395
Brast08G233400	0.001087395	0.001433561	0.758527035
Brast08G235900	0.00159498	0.008294163	0.192301459
Brast08G236800	4.43e-05	0.000141542	0.31319341
Brast08G238000	0.000146039	0.000314442	0.464437074
Brast08G241600	0.001050067	0.012502779	0.083986667
Brast08G244500	0.000109101	0.000225135	0.484603087
Brast08G244600	0.000375921	0.000431079	2.7548207755
Brast08G245200	0.006488461	0.007232297	0.8997105864999999
Brast08G245600	0.0040164515000000005	0.0053071080000000005	0.646415591
Brast08G245900	0.000863178	0.001437064	0.600654077
Brast08G249000	0.000640478	0.00092536	0.692139497
Brast09G005900	0.0092206515	0.0095430945	0.962429803
Brast09G006300	0.000507343	0.000155366	3.265465291
Brast09G006700	0.005729952	0.005771235	0.992846792
Brast09G009300	0.00044399	0.000924964	0.480008255
Brast09G013400	0.000521631	9.66e-05	5.400844679
Brast09G014800	0.00694968	0.007079149	0.981711116
Brast09G019600	0.001621437	0.002196229	0.738282335
Brast09G021300	0.001105146	0.005386562	0.205167287
Brast09G021900	0.00081775	0.001259357	0.649339355
Brast09G026800	0.0016508235	0.001916865	0.8217191429999999
Brast09G026900	0.0010316054999999998	0.002529074	1.163673085
Brast09G027000	0.001579066	0.001261753	1.1527604655
Brast09G027500	0.000680153	0.000801809	0.9376748835
Brast09G028200	0.0006173929999999999	0.0005372075	1.137521543
Brast09G028900	0.000468104	0.000211329	2.215055227
Brast09G032900	0.003242608	0.005131374	0.63191805
Brast09G033000	0.000719374	0.002991703	0.240456243
Brast09G033700	0.000227108	0.000864254	0.262779426
Brast09G034300	4.07e-05	0.00096837	0.041986164
Brast09G035700	0.000346745	0.000515829	0.672208548
Brast09G037000	0.001483943	0.0020707535	0.7523135974999999
Brast09G037200	0.000613311	0.0008354645	0.6254481485000001
Brast09G038100	0.002160244	0.003095928	0.697769423
Brast09G039300	0.000501805	0.000572247	0.6939920385
Brast09G039800	0.001950147	0.004467049	0.436562754
Brast09G040100	3.91e-05	0.000182519	0.214302485
Brast09G043000	0.000277414	0.001876635	0.147825004
Brast09G045500	0.000829686	0.001237893	0.670240137
Brast09G048300	0.000120277	0.000376145	0.319763055
Brast09G054300	0.0010069416666666667	0.0016406726666666667	0.7148237150000001
Brast09G056300	0.000154408	0.000266618	0.579135298
Brast09G059800	0.0037213034999999998	0.0021823095	0.9584315155
Brast09G060100	0.0011956907500000002	0.0015940962499999998	0.70636763775
Brast09G062000	0.002563134	0.001849974	1.385497492
Brast09G062900	0.000775206	0.004599092	0.2117810615
Brast09G065500	0.001472756	0.006235254	0.236198307
Brast09G065900	0.000226583	0.000305307	0.742147097
Brast09G066400	0.000109637	0.000314037	0.34912255
Brast09G067000	0.008669806	0.00512428	1.691907315
Brast09G067300	0.001857979	0.000824339	2.253901095
Brast09G068600	0.003341204	0.005830496	0.573056559
Brast09G069500	0.003248522	0.004705127	0.690421773
Brast09G070700	0.00353472	0.004882836	0.72390716
Brast09G072100	0.002636143	0.002043338	1.290116109
Brast09G073300	0.002379376	0.003301111	0.720780436
Brast09G076800	0.001756688	0.000875421	2.006678397
Brast09G077700	0.000416051	0.00121897	0.341313727
Brast09G078000	1.78e-05	5.88e-05	0.302690596
Brast09G078100	9.49e-05	7.54e-05	1.258791609
Brast09G079500	0.003551361	0.0044103145	0.7202544040000001
Brast09G081800	3.71e-05	0.000154652	0.239863081
Brast09G082700	1.53e-05	3.86e-05	0.396960459
Brast09G082900	0.000555026	0.001254709	0.4423543
Brast09G083000	0.016159832	0.016593876	0.973843089
Brast09G085500	0.000115577	0.003903912	0.029605422
Brast09G088000	0.000426562	0.001430497	0.298191214
Brast09G089300	0.000157959	0.001386837	0.113899053
Brast09G089800	0.000584625	0.000268863	2.174436463
Brast09G093600	0.000833914	0.002091602	0.398696451
Brast09G094400	5.44e-05	0.000237835	0.228817618
Brast09G096400	0.000176942	0.00049796	0.3229043095
Brast09G099100	0.000122345	0.000251499	0.486462692
Brast09G101300	0.0004856805	0.0008291745000000001	0.644703245
Brast09G102000	0.00208405	0.003720391	0.560169633
Brast09G102700	0.0021658633333333332	0.008589894666666667	0.38095006400000003
Brast09G102900	0.002365346	0.00246822	0.958320595
Brast09G104500	0.001039242	0.002060675	0.50432121
Brast09G106900	0.003998708	0.003155098	1.267380058
Brast09G108300	0.00160868	0.001487925	1.081156206
Brast09G112100	0.000567919	0.000632266	0.898229161
Brast09G112800	0.007427744	0.0058916409999999995	1.136415003
Brast09G113500	0.000507776	9.63e-05	5.270247489
Brast09G114200	0.001576321	0.001004257	1.569639477
Brast09G115600	0.0029177475	0.00422218	0.6921732675
Brast09G115700	0.00137250575	0.0006864112499999999	3.860231408
Brast09G115900	0.00196619	0.003167979	0.620645077
Brast09G116700	0.007131674	0.013536938	0.526830691
Brast09G118100	0.0011894925	0.0023949929999999998	0.5425110959999999
Brast09G121400	0.000719279	0.001978971	0.363461118
Brast09G121700	0.0035354485	0.007510831000000001	0.5132512945000001
Brast09G125200	0.003576853	0.002831152	1.263391387
Brast09G126300	0.002208823	0.001438702	1.535289556
Brast09G127700	0.001799914	0.002642954	0.681023504
Brast09G129200	0.001266587	0.000337131	3.756955258
Brast09G129500	0.001377529	0.002351069	0.585915784
Brast09G131300	0.000764402	0.000171325	4.461704519
Brast09G134700	0.000903411	0.001950698	0.463121734
Brast09G136700	0.00064315	0.001838083	0.349902667
