bsid	atid
Brast03G210700	AT5G46880
Brast03G275800	AT4G35320
Brast03G030000	AT1G11260
Brast03G185400	AT2G33700
Brast03G105900	AT3G07510
Brast03G190800	AT5G22870
Brast03G171400	AT2G46700
Brast03G119500	AT4G38180
Brast03G245400	AT4G02380
Brast03G293900	AT3G07040
Brast03G301200	AT5G66140
Brast03G202100	AT3G17730
Brast03G167600	AT1G43666
Brast03G227900	AT3G01470
Brast03G185000	AT4G35300
Brast03G085600	AT1G32860
Brast03G252600	AT4G37080
Brast03G294600	AT1G65430
Brast03G245300	AT1G53903
Brast03G147200	AT3G07090
Brast03G183400	AT1G12560
Brast03G006400	AT2G32980
Brast03G307100	AT2G36130
Brast03G037700	AT2G20340
Brast03G140400	AT1G08010
Brast03G086500	AT1G73080
Brast03G090700	AT2G24200
Brast03G181000	AT1G10370
Brast03G058400	AT5G49220
Brast03G011400	AT2G19130
Brast03G052100	AT4G09900
Brast03G179000	AT2G42010
Brast03G277400	AT5G06740
Brast03G184100	AT3G61970
Brast03G067700	AT2G18710
Brast03G114300	AT5G40020
Brast03G231300	AT1G65470
Brast03G081400	AT4G35220
Brast03G074000	AT5G10840
Brast03G155100	AT5G23130
Brast03G133600	AT5G55000
Brast03G146500	AT3G23490
Brast03G136700	AT3G23230
Brast03G278600	AT4G31060
Brast03G097300	AT2G32650
Brast03G308400	AT2G28150
Brast03G035300	AT1G17790
Brast03G110600	AT1G10890
Brast03G167200	AT5G23750
Brast03G056800	AT5G04820
Brast03G146200	AT1G02205
Brast03G078700	AT5G26830
Brast03G095700	AT1G33540
Brast03G309900	AT3G58170
Brast03G195700	AT1G65680
Brast03G061200	AT1G51550
Brast03G183800	AT3G21770
Brast03G016400	AT4G35800
Brast03G088100	AT2G38940
Brast03G007900	AT4G17370
Brast03G210000	AT5G16760
Brast03G001800	AT2G46750
Brast03G170400	AT2G46080
Brast03G043800	AT3G20475
Brast03G175000	AT4G13780
Brast03G013000	AT1G06050
Brast03G190000	AT5G22940
Brast03G195500	AT1G65680
Brast03G189600	AT5G03455
Brast03G258400	AT5G64300
Brast03G310800	AT5G04250
Brast03G231200	AT1G11950
Brast03G169500	AT5G62370
Brast03G274700	AT3G57910
Brast03G143200	AT2G20310
Brast03G205300	AT5G46570
Brast03G013100	AT5G23450
Brast03G139600	AT4G13720
Brast03G172900	AT5G62350
Brast03G131600	AT1G08720
Brast03G010200	AT4G05460
Brast03G047600	AT1G12310
Brast03G085100	AT4G26590
Brast03G207900	AT5G46740
Brast03G043900	AT3G04120
Brast03G148400	AT4G28570
Brast03G208900	AT1G32230
Brast03G076600	AT1G80710
Brast03G309600	AT5G23950
Brast03G076000	AT5G58000
Brast03G288500	AT4G11000
Brast03G163400	AT1G20270
Brast03G218800	AT1G28960
Brast03G039100	AT1G63350
Brast03G270300	AT1G21240
Brast03G055100	AT3G12960
Brast03G009500	AT3G49340
Brast03G161800	AT3G02690
Brast03G007600	AT4G05460
Brast03G196300	AT4G16640
Brast03G308100	AT3G20320
Brast03G052400	AT5G47850
Brast03G268100	AT5G25610
Brast03G087500	AT4G34870
Brast03G238500	ATMG00480
Brast03G031900	AT4G04885
Brast03G170600	AT4G39050
Brast03G218300	AT3G11890
Brast03G286100	AT3G02400
Brast03G002900	AT1G64940
Brast03G096000	AT5G24080
Brast03G300800	AT5G27200
Brast03G018900	AT3G47090
Brast03G096700	AT4G19150
Brast03G254100	AT5G67020
Brast03G238100	AT3G01150
Brast03G277800	AT4G38160
Brast03G039300	AT5G37670
Brast03G173200	AT5G02520
Brast03G080300	AT3G18160
Brast03G053000	AT1G22620
Brast03G048700	AT2G46770
Brast03G302400	AT4G35210
Brast03G022200	AT1G31770
Brast03G206600	AT4G17870
Brast03G093000	AT5G43745
Brast03G171100	AT3G51120
Brast03G104800	AT5G62290
Brast03G176700	AT5G62050
Brast03G265500	AT3G07220
Brast03G177200	AT4G16340
Brast03G306000	AT1G08360
Brast03G062200	AT5G53390
Brast03G031200	AT3G63130
Brast03G110800	AT4G17390
Brast03G097400	AT5G17060
Brast03G058700	AT4G34100
Brast03G063100	AT2G41350
Brast03G039700	AT3G20740
Brast03G248800	AT4G24020
Brast03G238300	AT4G30860
Brast03G084700	AT5G13700
Brast03G147600	AT4G05400
Brast03G028200	AT1G71830
Brast03G049000	AT4G00820
Brast03G076400	AT3G56190
Brast03G152000	AT4G30080
Brast03G154800	AT3G19780
Brast03G123500	AT5G61030
Brast03G153900	AT1G65720
Brast03G255100	AT2G26560
Brast03G138800	AT2G04280
Brast03G050200	AT2G02450
Brast03G245700	AT3G14250
Brast03G161000	AT1G06950
Brast03G129300	AT1G60690
Brast03G214200	AT3G63520
Brast03G028900	AT3G07040
Brast03G266500	AT3G07970
Brast03G016700	AT2G35736
Brast03G041300	AT2G40010
Brast03G301400	AT4G38660
Brast03G207000	AT5G51120
Brast03G274300	AT3G45140
Brast03G292200	AT5G50915
Brast03G074600	AT1G15950
Brast03G017300	AT5G47470
Brast03G303100	AT2G17080
Brast03G102600	AT2G04360
Brast03G235800	AT2G36430
Brast03G225700	AT3G49340
Brast03G034200	AT2G05710
Brast03G294100	AT1G06650
Brast03G301800	AT1G75760
Brast03G232000	AT5G16550
Brast03G278800	AT2G21080
Brast03G081300	AT1G60490
Brast03G127500	AT1G07010
Brast03G020100	AT2G32260
Brast03G224300	AT1G78080
Brast03G164900	AT4G04950
Brast03G019000	AT5G45420
Brast03G212200	AT1G32090
Brast03G049100	AT2G46750
Brast03G194000	AT1G63370
Brast03G259200	AT1G78300
Brast03G005000	AT1G56170
Brast03G252500	AT3G50560
Brast03G230800	AT3G55950
Brast03G162200	AT5G23430
Brast03G263000	AT1G13640
Brast03G040700	AT5G66180
Brast03G078900	AT2G25280
Brast03G196400	AT1G17020
Brast03G198400	AT4G17430
Brast03G287300	AT5G16530
Brast03G181500	AT4G24140
Brast03G287900	AT1G14590
Brast03G140100	AT2G20370
Brast03G009900	AT4G05460
Brast03G090600	AT3G14470
Brast03G056700	AT5G06320
Brast03G154300	AT1G77670
Brast03G003000	AT2G23180
Brast03G220900	AT5G12100
Brast03G212300	AT5G17010
Brast03G144900	AT5G35620
Brast03G046400	AT5G14250
Brast03G115000	AT5G06610
Brast03G291600	AT3G02040
Brast03G038700	AT5G50390
Brast03G308000	AT2G27930
Brast03G223600	AT2G28660
Brast03G273200	AT3G12610
Brast03G135700	AT3G12780
Brast03G230000	AT5G65200
Brast03G204700	AT2G39445
Brast03G255400	AT2G26560
Brast03G085800	AT4G10570
Brast03G104200	AT2G44710
Brast03G234300	AT2G44240
Brast03G171200	AT4G36195
Brast03G034000	AT1G50660
Brast03G249500	AT2G20480
Brast03G055200	AT1G71980
Brast03G279100	AT4G31330
Brast03G252300	AT5G42680
Brast03G096800	AT5G45380
Brast03G078300	AT4G29090
Brast03G232900	AT3G48310
Brast03G061700	AT5G57560
Brast03G155600	AT5G08250
Brast03G290400	AT1G27950
Brast03G276800	AT1G20930
Brast03G039900	AT4G27070
Brast03G155000	AT4G33630
Brast03G182800	AT5G52545
Brast03G108300	AT2G45590
Brast03G305900	AT2G36310
Brast03G263200	AT1G51700
Brast03G106900	AT5G05140
Brast03G084800	AT5G60370
Brast03G101000	AT5G13020
Brast03G010100	AT4G05460
Brast03G166800	AT5G17540
Brast03G243800	AT1G16480
Brast03G064100	AT5G58280
Brast03G256700	AT2G22490
Brast03G006300	AT1G70330
Brast03G067200	AT5G57690
Brast03G230900	AT1G59610
Brast03G017600	AT1G28120
Brast03G234700	AT3G02520
Brast03G031400	AT1G50410
Brast03G038800	AT5G54680
Brast03G204500	AT1G80930
Brast03G030100	AT2G20900
Brast03G101700	AT1G24200
Brast03G060800	AT1G16840
Brast03G057100	AT2G36740
Brast03G262600	AT3G45070
Brast03G302300	AT2G17080
Brast03G183000	AT5G41410
Brast03G305500	AT5G03630
Brast03G238200	AT1G21230
Brast03G310300	AT3G23240
Brast03G184900	AT1G42550
Brast03G259000	AT2G07815
Brast03G140500	AT3G25270
Brast03G256800	AT4G24660
Brast03G136600	AT2G38940
Brast03G284100	AT3G06190
Brast03G105100	AT3G15140
Brast03G142700	AT1G08050
Brast03G197000	AT1G08845
Brast03G179500	AT2G45510
Brast03G238600	AT1G16060
Brast03G058000	AT4G25570
Brast03G049800	AT2G23093
Brast03G196900	AT2G35160
Brast03G268400	AT5G56290
Brast03G111900	AT3G43440
Brast03G051400	AT5G49900
Brast03G053200	AT1G21360
Brast03G121800	AT2G46980
Brast03G225300	AT1G78140
Brast03G101500	AT4G26780
Brast03G014400	AT4G12420
Brast03G265900	AT5G56090
Brast03G292500	AT1G28120
Brast03G056000	AT4G35780
Brast03G183200	AT2G40095
Brast03G174900	AT5G41950
Brast03G063200	AT4G30160
Brast03G209700	AT1G32610
Brast03G023000	AT5G50140
Brast03G199300	AT5G11310
Brast03G189000	AT3G10405
Brast03G089300	AT5G64320
Brast03G259900	AT3G17280
Brast03G144000	AT1G04510
Brast03G238400	AT2G23950
Brast03G212700	AT2G02040
Brast03G062700	AT3G23570
Brast03G060700	AT2G39760
Brast03G250000	AT1G09310
Brast03G022800	AT5G45320
Brast03G305100	AT3G44620
Brast03G222400	AT3G47780
Brast03G275000	AT4G13420
Brast03G127000	AT1G14300
Brast03G111600	AT1G72330
Brast03G297100	AT1G09815
Brast03G004000	AT1G30960
Brast03G148800	AT1G03900
Brast03G114600	AT1G59820
Brast03G285300	AT4G14200
Brast03G069400	AT2G21910
Brast03G274500	AT2G44480
Brast03G156800	AT3G19960
Brast03G128200	AT2G02650
Brast03G081000	AT5G19400
Brast03G160800	AT1G06950
Brast03G109400	AT1G02020
Brast03G270700	AT1G21230
Brast03G189100	AT4G12110
Brast03G202800	AT4G17090
Brast03G289200	AT1G24260
Brast03G004400	AT1G05310
Brast03G013600	AT5G24600
Brast03G208600	AT1G32170
Brast03G288000	AT1G67430
Brast03G071800	AT2G17030
Brast03G028500	AT1G34220
Brast03G296500	AT2G31820
Brast03G041400	AT1G30520
Brast03G157100	AT3G20020
Brast03G130800	AT1G03100
Brast03G089900	AT5G42170
Brast03G300600	AT1G47530
Brast03G039500	AT4G15240
Brast03G197800	AT5G61500
Brast03G226300	AT5G20090
Brast03G124800	AT1G40087
Brast03G198900	AT5G27120
Brast03G086600	AT1G17750
Brast03G309200	AT5G04410
Brast03G156900	AT1G11290
Brast03G032500	AT4G05460
Brast03G221900	AT2G35160
Brast03G064600	AT3G11470
Brast03G019800	AT1G32190
Brast03G204900	AT1G32370
Brast03G241100	AT1G74660
Brast03G240800	AT3G45400
Brast03G065300	AT2G18850
Brast03G306900	AT2G21580
Brast03G173300	AT2G45240
Brast03G212400	AT3G03100
Brast03G268000	AT4G12650
Brast03G116700	AT5G48150
Brast03G312500	AT2G05620
Brast03G282800	AT2G46960
Brast03G121200	AT5G39660
Brast03G172200	AT5G24660
Brast03G136900	AT4G14420
Brast03G308700	AT4G25740
Brast03G098600	AT5G49410
Brast03G079700	AT1G43760
Brast03G062800	AT4G36590
Brast03G296000	AT3G14470
Brast03G091100	AT4G26890
Brast03G129800	AT2G22440
Brast03G209600	AT1G65010
Brast03G282300	AT5G57110
Brast03G075500	AT3G16440
Brast03G150700	AT4G35280
Brast03G022000	AT1G21230
Brast03G036500	AT5G51180
Brast03G113800	AT5G14710
Brast03G256400	AT3G52300
Brast03G244400	AT5G57510
Brast03G025700	AT1G14310
Brast03G055600	AT1G21780
Brast03G151400	AT1G13630
Brast03G173100	AT3G60740
Brast03G145300	AT1G35710
Brast03G243500	AT1G17745
Brast03G166400	AT3G48880
Brast03G262300	AT2G04030
Brast03G029500	AT4G14310
Brast03G099400	AT5G38660
Brast03G296900	AT5G53620
Brast03G006200	AT2G19640
Brast03G156000	AT3G07870
Brast03G137100	AT2G46060
Brast03G091800	AT4G30100
Brast03G164500	AT3G47160
Brast03G207700	AT4G17900
Brast03G298900	AT5G62020
Brast03G049300	AT2G38740
Brast03G307900	AT2G36690
Brast03G024200	AT5G47635
Brast03G147000	AT5G48820
Brast03G154200	AT1G12870
Brast03G091300	AT4G22380
Brast03G114700	AT1G67090
Brast03G004100	AT3G12750
Brast03G115700	AT4G33210
Brast03G012600	AT4G10380
Brast03G280400	AT3G20240
Brast03G084200	AT2G04270
Brast03G132200	AT3G13445
Brast03G005700	AT1G56060
Brast03G134800	AT5G25140
Brast03G011800	AT1G63910
Brast03G049700	AT3G27360
Brast03G135000	AT5G03415
Brast03G151900	AT2G28320
Brast03G229700	AT1G09380
Brast03G255900	AT5G64360
Brast03G153800	AT2G41510
Brast03G042000	AT2G04305
Brast03G188900	AT3G58970
Brast03G047900	AT1G01080
Brast03G260600	AT1G22310
Brast03G048100	AT3G63480
Brast03G047000	AT1G12420
Brast03G199400	AT5G41220
Brast03G036300	AT4G03340
Brast03G239600	AT4G30960
Brast03G161700	AT5G41350
Brast03G050500	AT4G10260
Brast03G150500	AT1G04410
Brast03G144800	AT3G04460
Brast03G277500	ATMG00090
Brast03G095200	AT1G59520
Brast03G209500	AT1G65020
Brast03G123200	AT2G33040
Brast03G147100	AT3G02660
Brast03G183600	AT2G45660
Brast03G100300	AT3G50170
Brast03G137500	AT1G63800
Brast03G103700	AT5G07050
Brast03G226700	AT1G13520
Brast03G266600	AT1G55590
Brast03G019200	AT1G32540
Brast03G145700	AT5G46050
Brast03G294800	AT5G51130
Brast03G159100	AT3G07910
Brast03G062600	AT3G23570
Brast03G280500	AT4G31540
Brast03G051800	AT3G26560
Brast03G004500	AT2G35020
Brast03G277900	AT4G35420
Brast03G037300	AT2G20340
Brast03G221600	AT2G46550
Brast03G110500	AT5G54130
Brast03G187200	AT2G30870
Brast03G006100	AT2G32210
Brast03G151700	AT3G59280
Brast03G205200	AT1G71695
Brast03G052600	AT1G51950
Brast03G106800	AT1G50200
Brast03G046000	AT4G24805
Brast03G007000	AT1G79040
Brast03G302800	AT2G17080
Brast03G165700	AT1G10360
Brast03G233300	AT3G17860
Brast03G293300	AT3G12280
Brast03G018700	AT4G27585
Brast03G149600	AT3G04490
Brast03G093200	AT1G31930
Brast03G243400	AT5G57685
Brast03G073700	AT5G45540
Brast03G153400	AT1G17880
Brast03G289400	AT5G19000
Brast03G168400	AT1G14610
Brast03G036600	AT5G47390
Brast03G282400	AT3G26660
Brast03G292800	AT1G29880
Brast03G218700	AT1G28440
Brast03G057300	AT2G36100
Brast03G276600	AT2G33620
Brast03G103400	AT4G00220
Brast03G025100	AT1G22400
Brast03G192800	AT5G38710
Brast03G234200	AT3G02540
Brast03G060200	AT1G16860
Brast03G100200	AT2G46750
Brast03G111500	AT1G51340
Brast03G055700	AT4G36945
Brast03G017700	AT4G01370
Brast03G241900	AT2G02970
Brast03G146600	AT2G35920
Brast03G227800	AT1G12740
Brast03G070100	AT5G67360
Brast03G250300	AT3G26180
Brast03G195800	AT1G65680
Brast03G057200	AT1G26220
Brast03G014000	AT4G16835
Brast03G033500	AT4G14096
Brast03G010900	AT4G05460
Brast03G220000	AT1G22690
Brast03G040500	AT3G07060
Brast03G257900	AT4G09040
Brast03G085300	AT1G33500
Brast03G014700	AT1G03330
Brast08G205800	AT1G07220
Brast08G105000	AT2G27460
Brast08G039600	AT1G60780
Brast08G052400	AT3G16520
Brast08G054100	AT4G29990
Brast08G233800	AT3G22470
Brast08G150500	AT4G16060
Brast08G183600	AT5G11460
Brast08G087800	AT2G13620
Brast08G083500	AT3G08690
Brast08G238900	AT2G28890
Brast08G010200	AT4G34560
Brast08G105700	AT3G44200
Brast08G129700	AT1G03290
Brast08G054200	AT5G53840
Brast08G242800	AT2G04220
Brast08G035500	AT3G18280
Brast08G120000	AT2G26920
Brast08G209900	AT5G04990
Brast08G160000	AT1G27870
Brast08G170300	AT3G24315
Brast08G075300	AT2G16770
Brast08G194400	AT3G17380
Brast08G003800	AT4G05420
Brast08G221200	AT5G07610
Brast08G056300	AT4G29110
Brast08G177200	AT5G11790
Brast08G164300	AT5G01970
Brast08G033800	AT5G57500
Brast08G100400	AT4G29090
Brast08G151600	AT2G47485
Brast08G119300	AT4G03020
Brast08G169900	AT1G55190
Brast08G039500	AT5G14530
Brast08G042500	AT4G29660
Brast08G033100	AT5G51600
Brast08G005000	AT3G13690
Brast08G023900	AT5G60860
Brast08G080200	AT1G55530
Brast08G104100	AT1G08320
Brast08G222400	AT3G09040
Brast08G240000	AT1G50180
Brast08G171400	AT1G78600
Brast08G190300	AT3G56440
Brast08G081700	AT3G13400
Brast08G139500	AT2G38780
Brast08G067800	AT2G33840
Brast08G125100	AT5G07900
Brast08G052000	AT1G16740
Brast08G214900	AT3G17590
Brast08G206000	AT1G77330
Brast08G074100	AT5G07050
Brast08G051800	AT5G58090
Brast08G016700	AT1G64355
Brast08G177300	AT2G03630
Brast08G009700	AT1G27680
Brast08G050300	AT3G01090
Brast08G100700	AT4G37300
Brast08G024200	AT5G20890
Brast08G007100	AT3G12670
Brast08G084600	AT2G46400
Brast08G218200	AT2G47000
Brast08G231900	AT5G05600
Brast08G057800	AT1G28280
Brast08G176800	AT3G21250
Brast08G124500	AT4G22745
Brast08G095200	AT3G62760
Brast08G070800	AT5G54510
Brast08G215100	AT3G05880
Brast08G209300	AT3G14470
Brast08G199100	AT3G05590
Brast08G038800	AT3G23270
Brast08G069300	AT1G03530
Brast08G140400	AT4G36960
Brast08G244700	AT5G09810
Brast08G044600	AT5G62530
Brast08G065100	AT3G14400
Brast08G042400	AT3G42660
Brast08G157400	AT2G30100
Brast08G163400	AT3G06790
Brast08G087000	AT5G05350
Brast08G049700	AT2G34700
Brast08G159200	AT4G14465
Brast08G133800	AT5G26230
Brast08G220600	AT2G24840
Brast08G012100	AT5G57500
Brast08G043300	AT3G27360
Brast08G134300	AT1G06800
Brast08G233700	AT1G12700
Brast08G219500	AT1G05260
Brast08G169600	AT2G26100
Brast08G090500	AT3G47300
Brast08G128200	AT3G05327
Brast08G015200	AT1G53240
Brast08G091400	AT5G60010
Brast08G212600	AT1G16930
Brast08G163100	AT4G20400
Brast08G126200	AT2G36230
Brast08G123100	AT1G65590
Brast08G025200	AT2G33860
Brast08G119400	AT5G27320
Brast08G026500	AT3G14180
Brast08G218600	AT2G47020
Brast08G176500	AT5G11500
Brast08G116300	AT5G38520
Brast08G193100	AT3G51840
Brast08G180200	AT1G48100
Brast08G182800	AT1G79930
Brast08G023200	AT2G34480
Brast08G028700	AT3G15180
Brast08G052200	AT3G16520
Brast08G080700	AT5G65600
Brast08G174900	AT2G46420
Brast08G033600	AT2G01275
Brast08G005600	AT3G50930
Brast08G114100	AT1G11050
Brast08G193000	AT3G25710
Brast08G176100	AT5G24030
Brast08G172500	AT1G06390
Brast08G190100	AT1G43770
Brast08G227100	AT5G13510
Brast08G198500	AT2G25920
Brast08G020300	AT5G49880
Brast08G116000	AT4G09960
Brast08G221500	AT5G49610
Brast08G076100	AT4G24500
Brast08G099000	AT2G39800
Brast08G165000	AT3G51550
Brast08G089100	AT4G18640
Brast08G145000	AT2G23560
Brast08G220700	AT1G09940
Brast08G140100	AT5G04080
Brast08G107600	AT4G01330
Brast08G242900	AT3G48260
Brast08G131000	AT1G03310
Brast08G194000	AT3G53500
Brast08G098400	ATCG00530
Brast08G127300	AT3G12500
Brast08G129100	AT3G06070
Brast08G109300	AT4G02790
Brast08G144500	AT3G62920
Brast08G047700	AT3G49240
Brast08G106400	AT3G18710
Brast08G066100	AT4G02580
Brast08G136000	AT5G19420
Brast08G035200	AT1G18390
Brast08G211000	AT1G03190
Brast08G170400	AT3G24100
Brast08G030400	AT1G55340
Brast08G238100	AT5G60440
Brast08G110400	AT4G09160
Brast08G125200	AT1G03220
Brast08G207600	AT3G14470
Brast08G250500	AT5G02950
Brast08G243000	AT1G67850
Brast08G164900	AT4G27950
Brast08G245500	AT4G06634
Brast08G067200	AT1G45145
Brast08G030100	AT3G11290
Brast08G209700	AT3G21480
Brast08G064300	AT2G32170
Brast08G081800	AT2G38640
Brast08G167800	AT3G36659
Brast08G069900	AT1G04360
Brast08G044000	AT1G13420
Brast08G002200	AT5G52820
Brast08G012800	AT4G23650
Brast08G038700	AT5G55090
Brast08G133300	AT3G55100
Brast08G204300	AT3G12290
Brast08G100900	AT3G09070
Brast08G187000	AT1G15400
Brast08G056600	AT4G32900
Brast08G204800	AT3G06400
Brast08G137800	AT5G08550
Brast08G043600	AT1G72990
Brast08G129300	AT4G31180
Brast08G038900	AT2G21520
Brast08G176000	AT1G79890
Brast08G025800	AT4G28300
Brast08G074400	AT3G12490
Brast08G080000	AT5G04980
Brast08G089400	AT5G05520
Brast08G060300	AT5G46020
Brast08G204700	AT5G41070
Brast08G206900	AT3G62760
Brast08G233300	AT2G44570
Brast08G165100	AT5G01910
Brast08G003900	AT5G39890
Brast08G006000	AT1G24190
Brast08G063900	AT5G45120
Brast08G054600	AT1G51980
Brast08G225100	AT2G39350
Brast08G144600	AT5G23540
Brast08G217600	AT5G18980
Brast08G090100	AT2G40250
Brast08G096700	AT5G02320
Brast08G001600	AT4G23900
Brast08G241000	AT5G02160
Brast08G093500	AT3G09560
Brast08G236400	AT1G03430
Brast08G060500	AT1G28520
Brast08G212400	AT5G41840
Brast08G205200	AT3G51840
Brast08G006900	AT1G53300
Brast08G126900	AT5G18970
Brast08G053700	AT2G25900
Brast08G023300	AT1G17080
Brast08G064800	AT1G16445
Brast08G247100	AT5G06860
Brast08G015700	AT3G58610
Brast08G027400	AT2G20080
Brast08G225000	AT4G08850
Brast08G032700	AT1G66740
Brast08G120900	AT1G68570
Brast08G060800	AT4G35160
Brast08G202600	AT5G25190
Brast08G178000	AT2G44310
Brast08G215200	AT5G06500
Brast08G051400	AT5G41570
Brast08G156700	AT2G30395
Brast08G114500	AT1G21610
Brast08G136900	AT5G13960
Brast08G148900	AT3G16770
Brast08G236300	AT5G39340
Brast08G234000	AT1G70520
Brast08G147800	AT4G02440
Brast08G086600	AT2G30300
Brast08G037200	AT3G21610
Brast08G099500	AT3G53990
Brast08G066300	AT5G41220
Brast08G042900	AT2G19480
Brast08G098700	AT2G39805
Brast08G134500	AT5G10270
Brast08G048500	AT5G56760
Brast08G128400	AT3G05345
Brast08G169300	AT1G10970
Brast08G062000	AT1G70630
Brast08G184700	AT5G37370
Brast08G135100	AT1G64170
Brast08G041600	AT3G07220
Brast08G164500	AT5G01960
Brast08G237100	AT3G21770
Brast08G081500	AT2G13620
Brast08G153400	AT3G06680
Brast08G000200	AT2G32970
Brast08G016000	AT1G30820
Brast08G028500	AT4G30930
Brast08G035100	AT3G18290
Brast08G063600	AT3G49800
Brast08G105400	AT5G04760
Brast08G197200	AT5G05620
Brast08G167400	AT5G20165
Brast08G067600	AT3G43740
Brast08G050100	AT2G42800
Brast08G247300	AT3G07040
Brast08G022600	AT3G53920
Brast08G144400	AT3G26700
Brast08G205700	AT4G02570
Brast08G114000	AT5G09220
Brast08G237800	AT5G06240
Brast08G166500	AT5G40780
Brast08G130500	AT1G08090
Brast08G060900	AT2G33860
Brast08G038300	AT5G55090
Brast08G152900	AT2G37710
Brast08G001800	AT1G01310
Brast08G025900	AT1G53000
Brast08G165400	AT1G65730
Brast08G020100	AT5G44950
Brast08G142400	AT1G03230
Brast08G107400	AT4G24630
Brast08G134900	AT5G48870
Brast08G238300	AT2G28840
Brast08G202400	AT5G06860
Brast08G039800	AT1G80170
Brast08G089900	AT2G38290
Brast08G043800	AT2G14920
Brast08G041400	AT1G55340
Brast08G014000	AT3G25690
Brast08G014100	AT3G18570
Brast08G068600	AT3G28455
Brast08G218300	AT1G48300
Brast08G058200	AT1G78580
Brast08G222300	AT2G37440
Brast08G027000	AT1G79830
Brast08G003300	AT1G55160
Brast08G154600	AT3G11040
Brast08G103200	AT3G28500
Brast08G155700	AT5G58450
Brast08G053600	AT3G55250
